PopID,Year,CountType,FullPopEst,PopCategory,Total,Angler_harvest,Adult,Male,Clip_male,Unclip_male,Female,Clip_female,Unclip_female,Jacks,Clip_jacks,Unclip_jacks,Unk,Wild,lower95CI,upper95CI,SD,CI,Percent_Wild,Hatchery,Percent_Hatchery,Notes
americanriv.sthd,2009,Redd count,,,96,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from personcomm with Hannon 8/5/2010/Procite # and Deason 2007/Procite Rec #5426"
americanriv.sthd,2010,Redd count,,,79,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from personcomm with Hannon 8/5/2010/Procite # and Deason 2007/Procite Rec #5426"
americanriv.sthd,2011,AUC,Y,,172,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2011,Redd count,,,89,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from Hannon 2013 (American River O. mykiss spawning report forwarded by Rob Titus to K Pipal on 7/13/15)"
americanriv.sthd,2012,AUC,Y,,389,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2012,Redd count,,,75,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from Hannon 2013 (American River O. mykiss spawning report forwarded by Rob Titus to K Pipal on 7/13/15)"
americanriv.sthd,2013,AUC,Y,,437,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2013,Redd count,,,314,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from Hannon 2013 (American River O. mykiss spawning report forwarded by Rob Titus to K Pipal on 7/13/15)"
americanriv.sthd,2014,AUC,Y,,91,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2014,Redd count,,,96,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data updated from 100 to 96 per Scriven et al. 2018 (KP 6/12/19)"
americanriv.sthd,2015,AUC,Y,,65,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2015,Redd count,,,71,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data updated from 58 to 71 per Scriven et al. 2018 (KP 6/12/19)"
americanriv.sthd,2016,AUC,Y,,96,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2016,Redd count,,,53,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from Scriven et al. 2018 (KP 6/12/19)"
albionriv.chin.fall,2009,fish/redd estimate,y,independent,14,,,,,,,,,,,,,14,0,43,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.chin.fall,2010,fish/redd estimate,y,independent,2,,,,,,,,,,,,,2,0,6,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.chin.fall,2011,fish/redd estimate,y,independent,3,,,,,,,,,,,,,3,0,45,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.chin.fall,2012,fish/redd estimate,y,independent,0,,,,,,,,,,,,,0,,,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.chin.fall,2013,fish/redd estimate,y,independent,0,,,,,,,,,,,,,0,,,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.chin.fall,2014,fish/redd estimate,y,independent,0,,,,,,,,,,,,,0,,,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.chin.fall,2015,fish/redd estimate,y,independent,0,,,,,,,,,,,,,0,,,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.chin.fall,2016,fish/redd estimate,Y,independent,0,,,,,,,,,,,,,0,,,,,,,,Shaun Thompson (CDFW) pers. comm. (email dated 1/13/20)
albionriv.chin.fall,2017,fish/redd estimate,Y,independent,0,,,,,,,,,,,,,0,,,,,,,,Shaun Thompson (CDFW) pers. comm. (email dated 1/13/20); only 1 reach surveyed this year
albionriv.chin.fall,2018,fish/redd estimate,Y,independent,0,,,,,,,,,,,,,0,,,,,,,,Shaun Thompson (CDFW) pers. comm. (email dated 1/13/20)
albionriv.chin.fall,2019,no data available,N,independent,0,,,,,,,,,,,,,,,,,,,,,Shaun Thompson (CDFW) pers. comm. (email dated 1/13/20); no surveys conducted this year
albionriv.coho,2009,fish/redd estimate,y,independent,8,,,,,,,,,,,,,8,0,22,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.coho,2010,fish/redd estimate,y,independent,0,,,,,,,,,,,,,0,,,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.coho,2011,fish/redd estimate,y,independent,162,,,,,,,,,,,,,162,0,980,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.coho,2012,fish/redd estimate,y,independent,66,,,,,,,,,,,,,66,0,169,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.coho,2013,fish/redd estimate,y,independent,894,,,,,,,,,,,,,894,227,1711,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.coho,2014,fish/redd estimate,y,independent,0,,,,,,,,,,,,,0,,,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.coho,2015,fish/redd estimate,y,Independent,467,,,,,,,,,,,,,467,283,903,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.coho,2016,fish/redd estimate,y,Independent,137,,,,,,,,,,,,,137,56,256,,,,,,Data from Shaun Thompson (unpublished data emailed 22Feb2019)
albionriv.coho,2017,fish/redd estimate,y,Independent,188,,,,,,,,,,,,,188,49,490,,,,,,Shaun Thompson (CDFW) pers. comm. (email dated 1/13/20); corrected from 22 Feb 2019 email.
albionriv.coho,2018,fish/redd estimate,y,Independent,85,,,,,,,,,,,,,85,42,200,,,,,,Data from Shaun Thompson (unpublished data emailed 22Feb2019)
albionriv.coho,2019,no data available,N,independent,0,,,,,,,,,,,,,,,,,,,,,Shaun Thompson (CDFW) pers. comm. (email dated 1/13/20)
albionriv.sthd.win,2009,fish/redd estimate,y,independent,14,,,,,,,,,,,,,14,0,43,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.sthd.win,2010,fish/redd estimate,y,independent,13,,,,,,,,,,,,,13,0,27,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.sthd.win,2011,fish/redd estimate,y,independent,19,,,,,,,,,,,,,19,0,126,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.sthd.win,2012,fish/redd estimate,y,independent,71,,,,,,,,,,,,,71,0,142,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.sthd.win,2013,fish/redd estimate,y,independent,182,,,,,,,,,,,,,182,75,284,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.sthd.win,2014,fish/redd estimate,y,independent,60,,,,,,,,,,,,,60,0,236,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.sthd.win,2015,fish/redd estimates,y,independent,42,,,,,,,,,,,,,42,2,78,,,,,,Data from Holloway et al. 2016/ProCite 6252
albionriv.sthd.win,2016,fish/redd estimates,Y,independent,50,,,,,,,,,,,,,50,14,104,,,,,,Shaun Thompson (CDFW) email to Spence dated 4/22/19.
albionriv.sthd.win,2017,fish/redd estimate,Y,independent,0,,,,,,,,,,,,,0,0,0,,,,,,Shaun Thompson (CDFW) email to Spence dated 4/19/19.
albionriv.sthd.win,2018,fish/redd estimate,Y,independent,54,,,,,,,,,,,,,54,22,234,,,,,,Shaun Thompson (CDFW) email to Spence dated 4/19/19.
albionriv.sthd.win,2019,no data available,N,,0,,,,,,,,,,,,,,,,,,,,,Shaun Thompson (CDFW) pers. comm. (email dated 1/13/20)
aldercrk.coho,2015,fish/redd estimate,n,dependent,5,,,,,,,,,,,,,5,,,,,,,,Data from Holloway et al. 2016/ProCite 6252; data in Table 1 but missing from table A12; one reach surveyed so not considered a population estimate
aldercrk.sthd.win,2015,fish/redd estimate,n,,11,,,,,,,,,,,,,11,,,,,,,,
americanriv.chin.fall,1944,Carcass survey,N,,31000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961/Procite 4459; includes a small but unknown number of spring run
americanriv.chin.fall,1945,Carcass survey,N,,39000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961/Procite 4459; includes a small but unknown number of spring run
americanriv.chin.fall,1946,Carcass survey,N,,38000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961/Procite 4459; includes a small but unknown number of spring run
americanriv.chin.fall,1948,Carcass survey,N,,15000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961/Procite 4459
americanriv.chin.fall,1949,Carcass survey,N,,12000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961/Procite 4459
americanriv.chin.fall,1951,Carcass survey,N,,22000,,,,,,,,,,,,,,,,,,,,,Data from Fry 1961/Procite 4459
americanriv.chin.fall,1952,Carcass survey,N,,25000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1953,Carcass survey,N,,28000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1954,Carcass survey,N,,29000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1955,Carcass survey,N,,9000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1956,Carcass survey,N,,4900,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1957,Carcass survey,N,,6832,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1958,Carcass survey,N,,17300,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1959,Carcass survey,N,,17900,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1960,Carcass survey,N,,25200,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1961,Carcass survey,N,,11200,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1962,Carcass survey,N,,14400,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; original data source Menchen 1963 / Procite Rec 4153
americanriv.chin.fall,1963,Carcass survey,N,,37810,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1964,Carcass survey,N,,38500,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1965,Carcass survey,N,,25000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1966,Carcass survey,N,,18600,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1967,Carcass survey,N,,18000,,14868,,,,,,,3132,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1968,Carcass survey,N,,26100,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
americanriv.chin.fall,1969,Carcass survey,N,,44200,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; original data source Menchen 1970 / Procite Rec 4154
americanriv.chin.fall,1970,Carcass survey,N,,28680,,25927,,,,,,,2753,,,,,,,,,,,,Data from GrandTab; Menchen 1971/Procite Rec 4155; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1971,Carcass survey,N,,41680,,36470,,,,,,,5210,,,,,,,,,,,,Data from GrandTab; Taylor 1972/Procite Rec 4156; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1972,Carcass survey,N,,17459,,14107,,,,,,,3352,,,,,,,,,,,,Data from GrandTab; Taylor 1973/Procite Rec 4157; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1973,Carcass survey,N,,82242,,77554,,,,,,,4688,,,,,,,,,,,,Data from GrandTab; Taylor 1974/Procite Rec 4158; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1974,Carcass survey,N,,53596,,51827,,,,,,,1769,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1975,Carcass survey,N,,32132,,29433,,,,,,,2699,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1976,Carcass survey,N,,23159,,21978,,,,,,,1181,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1977,Carcass survey,N,,41605,,36904,,,,,,,4701,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1978,Carcass survey,N,,12929,,12334,,,,,,,595,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1979,Carcass survey,N,,37315,,36419,,,,,,,896,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1980,Carcass survey,N,,34259,,25454,,,,,,,8805,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1981,Carcass survey,N,,43462,,40941,,,,,,,2521,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1982,Carcass survey,N,,33000,,28677,,,,,,,4323,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1983,Carcass survey,N,,26400,,19087,,,,,,,7313,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.chin.fall,1984,Carcass survey,N,,27447,,25251,,,,,,,2196,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
americanriv.sthd,2017,AUC,Y,,45,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2017,Redd count,,,12,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from Scriven et al. 2018 (KP 6/12/19)"
americanriv.sthd,2018,AUC,Y,,141,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2018,Redd count,,,63,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from Scriven et al. 2018 (KP 6/12/19)"
americanriv.sthd,2019,AUC,Y,,176,,,,,,,,,,,,,,,,,,,,,Data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020) based on data presented in Sellheim et al. 2019; AUC estimate assumes an observer efficiency of 0.9 and residence time of 3 days
americanriv.sthd,2019,Redd count,,,60,,,,,,,,,,,,,,,,,,,,,"Total count is a REDD COUNT, not a population estimate; data from CDFW spreadsheet from Robyn Bilski (sent to RJ and KP in May 2020)"
antelopecrk.chin.fall,1953,Carcass survey,N,,4000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1954,Carcass survey,N,,1000,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1955,Carcass survey,N,,900,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1956,Carcass survey,N,,327,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1957,Carcass survey,N,,838,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1958,Carcass survey,N,,400,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1960,Carcass survey,N,,250,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1962,Carcass survey,N,,800,,,,,,,,,,,,,,,,,,,,,Data from GrandTab; original data source Menchen 1963 / Procite Rec  4153
antelopecrk.chin.fall,1963,Carcass survey,N,,300,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1964,Carcass survey,N,,50,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1965,Carcass survey,N,,60,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1966,Carcass survey,N,,200,,,,,,,,,,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1967,Carcass survey,N,,60,,49,,,,,,,11,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1968,Carcass survey,N,,80,,73,,,,,,,7,,,,,,,,,,,,Data from GrandTab
antelopecrk.chin.fall,1969,Carcass survey,N,,180,,158,,,,,,,22,,,,,,,,,,,,Data from GrandTab; original data source Menchen 1970 / Procite Rec  4154; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1970,Carcass survey,N,,400,,336,,,,,,,64,,,,,,,,,,,,Data from GrandTab; Menchen 1971/Procite Rec 4155; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1971,Carcass survey,N,,205,,157,,,,,,,48,,,,,,,,,,,,Data from GrandTab; Taylor 1972/Procite Rec 4156; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1972,Carcass survey,N,,275,,178,,,,,,,97,,,,,,,,,,,,Data from GrandTab; Taylor 1973/Procite Rec 4157; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1973,Carcass survey,N,,200,,143,,,,,,,57,,,,,,,,,,,,Data from GrandTab; Taylor 1974/Procite Rec 4158; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1974,Carcass survey,N,,440,,354,,,,,,,86,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1975,Carcass survey,N,,90,,68,,,,,,,22,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1976,Carcass survey,N,,60,,51,,,,,,,9,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1977,Carcass survey,N,,660,,531,,,,,,,129,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1981,Carcass survey,N,,407,,247,,,,,,,160,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1982,Carcass survey,N,,162,,115,,,,,,,47,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1983,Carcass survey,N,,60,,35,,,,,,,25,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
antelopecrk.chin.fall,1984,Carcass survey,N,,260,,159,,,,,,,101,,,,,,,,,,,,Data from GrandTab; Adult/Jacks data from Mills and Fisher 1994/Procite Rec 2292
